artist,date,title,source
Simon Verity,2010,Castello Plan,public
Vito Acconci,2010,Edge of the Plant/Edge of the Neighborhood,public
Chris Vilardi,2015,Sophocles,public
Lu Chun-Hsiung,2019,Dr. Sun Yat Sen,public
Gabriel Koren,2011,Frederick Douglass Memorial,public
Algernon Miller,2011,Frederick Douglass Memorial,public
Chakaia Booker,2012,Sugar in My Bowl II,public
Mary Miss,2012,The Passage: A Moving Memorial,public
Nobuho Nagasawa,2012,Timecast,public
Carter Jones,2014,Lieutenant Joseph Petrosino,public
Ellen Harvey,2013,Mathematical Star,public
Alison Sky,2014,Bronx Archway,public
Richard Artschwager,2014,Inside Out,public
Karyn Olivier,2015,Tetherball Monument,public
Tom Joyce,2014,Two To One,public
Ester Partegàs,2015,The Source,public
Xu Bing,2015,Writings at Helin Temple,public
Mary Temple,2016,Double Sun,public
Jenny Holzer,2016,New York City AIDS Memorial,public
Lina Gronli,2016,Peace Clock,public
NULL NULL,2016,Shirley Chisholm Plaque,public
Ohad Meromi,2016,Sunbather,public
Masayuki Sono,2017,9/11 First Responders Memorial,public
Matthew Geller,2017,I Ought to,public
Nobuho Nagasawa,2018,Luminescence,public
Tamás Nagy,2017,Memorial to the 1956 Hungarian Revolution,public
Brian Tolle,2017,Pageant,public
Austin Thomas,2017,Plaza Perch,public
Melissa Calderón,2019,Para Roberto,public
Meredith Bergmann,2020,Women's Rights Pioneers Monument,public
NULL NULL,1881,Egyptian Obelisk,public
NULL NULL,,Broad Channel Memorial Park Plaque,public
NULL NULL,,City Island World War Memorial,public
NULL NULL,,Corporal Robert Gray Tree Marker,public
NULL NULL,,Flanders Field Flagstaff,public
NULL NULL,,Garden of Meditation,public
NULL NULL,,Gill and Bloom Plaques,public
NULL NULL,,Livingston Honor Roll,public
NULL NULL,,Neptune Fountain,public
NULL NULL,,New Dorp World War I Memorial,public
NULL NULL,,Port Authority World War II Honor Roll,public
NULL NULL,,Underground Railway Excavation Tablet,public
Costantino Nivola,1968,ROOF PROMENADE SCULPTURE,education
Costantino Nivola,1965,RELIEF PANELS,education
Costantino Nivola,1956,"""SCULPTURED PANELS""",education
Otello Guarducci,1967,THE LIFE OF SAMUEL DICKSTEIN,education
John Matt,1965,CITY OF MANHATTAN,education
Jack Hastings,1965,BRONZE SCULPTURES,education
William Tarr,1973,"MARTIN LUTHER KING, JR. MEMORIAL",education
John Terken,1978,"""POTTERY""",education
Gwen Lux,1959,"SUN, BIRDS, AND LIGHT/ EAGLE",education
Gwen Lux,1959,"SUN, BIRDS, AND LIGHT/ EAGLE",education
Gwen Lux,1959,"SUN, BIRDS, AND LIGHT/ EAGLE",education
Otello Guarducci,1967,THE WINDOW,education
Mary Callery,1954,FABLES OF LA FONTAINE,education
William Tarr,1967,LETTERS,education
William Tarr,,MORNINGSIDE HEIGHTS,education
Ernst Plassmann,1872,FRANKLIN STATUE (BENJAMIN),education
Ernst Plassmann,,GUTENBERG STATUE (JOHANNES),education
Clemente Spampinato,1957,SCHOOL ACTIVITIES,education
Milton Horn,1936,"DANCE, TENNIS, BASKETBALL",education
Frances Grimes,1915,THE LEGEND OF SLEEPY HOLLOW,education
Victor Brenner,1912,IRVING BAS-RELIEF (WASHINGTON),education
Victor Brenner,1915,LINCOLN TABLET (ABRAHAM),education
Jordan Stekel,,UNTITLED,education
Jordan Stekel,,UNTITLED,education
Jordan Stekel,,UNTITLED,education
Eduardo Raimirez,1973,UNTITLED (HEXAGONAL SCULPTURE),education
Concetta Scaravaglione,,GIRL WITH FAWN,education
Hugo Robus,,GIRL WEEDING,education
Frank Nagy,1930,LAMBS,education
William Bahnmuller,1936,CULTURAL DEVELOPMENT OF THE UNITED STATES,education
Vincent Cavallaro,,MOTHER OF KNOWLEDGE,education
Joseph Fleri,1937,CHILDREN IN MUSIC (RT) MUSIC AND DANCE (LT),education
Ann Gillen,,REACHING FOR THE STARS (ASPERA AD ASTRA),education
Thomas Lo Medico,1961,THE STORY HOUR,education
George Koras,1971,"""UNITY, SERENITY, PEACE""",education
Clemente Spampinato,1967,ASPIRATION OF YOUTH,education
Dolph Ell,,LOUIS ARMSTRONG,education
Clemente Spampinato,1967,JUSTICE BENJAMIN N. CARDOZO,education
Clemente Spampinato,1967,JUSTICE BENJAMIN N. CARDOZO,education
Robert Adzema,1986,WINGED SHADOWS,education
M. H. Keck,1921,WW I COMMEMORATIVE PLAQUE,education
Adolph Block,1934,WILLIAM CULLEN BRYANT,education
Paul Fjelde,1933,"""LIBERTY""",education
Edmond Amateis,1948,"AS YE SOW, SO SHALL YE REAP",education
Edmond Amateis,1948,"AS YE SOW, SO SHALL YE REAP",education
John Terken,1966,KNOWLEDGE,education
Costantino Nivola,1960,UNTITLED,education
Charles Reina,1975,UNTITLED,education
Charles Reina,1939,JOHN BOWNE'S PERSECUTION BY GOV. STUYVESANT,education
Charles Reina,1939,JOHN BOWNE'S PERSECUTION BY GOV. STUYVESANT,education
Herman Macneil,1920,"MAQUETTE FOR ""PIONEER MONUMENT""",education
Gwen Lux,1958,VAPOR TRAILS,education
Larry Griffis Jr.,1964,THE PURSUIT OF LEARNING 1 & 2,education
Clemente Spampinato,1961,PHYSICAL EDUCATION,education
Charles Reina,1975,UNTITLED,education
Nathanel Kaz,1959,TRAGEDY AND COMEDY,education
Jack Hastings,1962,UNTITLED,education
Milton Hebald,1972,CHILDREN AT PLAY,education
Jack Hastings,1963,"""MYTHOLOGICAL CREATURES""",education
Milton Hebald,1972,EDUCATION AND ATHLETICS,education
John Terken,1957,THOMAS ALVA  EDISON,education
Chaim Gross,1935,BASKETBALL PLAYERS,education
Francois Rubitschung,1937,"""PROTECTION""",education
Hugo Robus,1937,LITERATURE,education
Gwen Lux,1954,"""EDUCATION-ASPIRATION""",education
Gwen Lux,1954,"""EDUCATION-ASPIRATION""",education
Vincent Cavallaro,1969,GEMINI,education
David Brown,1974,UNTITLED,education
Helen Nelson,1938,BASEBALL AND JUMPROPE,education
William Rosenthal,1958,COL. DAVID MARCUS,education
Todd Williams,1975,UNTITLED,education
Lumen Winter,1969,MOTIVATION,education
Lumen Winter,1970,ASCENT,education
Ralph Menconi,1966,MAN & SPACE,education
Ralph Menconi,1966,MAN & SPACE,education
Ralph Menconi,1966,MAN & SPACE,education
Ed Wilson,1976,MIDDLE PASSAGE,education
Ed Wilson,1976,MIDDLE PASSAGE,education
Clemente Spampinato,1961,"""EDUCATION""",education
John Lefkow,1976,UNTITLED,education
Judith Brown,,ATHLETICS,education
Judith Brown,,ATHLETICS,education
Judith Brown,,ATHLETICS,education
Costantino Nivola,,ACADEMIC ACHIEVEMENT,education
Costantino Nivola,1970,SYNTHESIS OF ACADEMIC AND VOCATN'L ENDEAVORS,education
Marcelo Bonevardi,1972,"""DRAMATIC ARTS""",education
Giulio Monteverde,,THE BOY COLUMBUS,education
Donna Dennis,1988,DREAMING OF FAR AWAY PLACES:  THE SHIPS COME TO WASHINGTON MARKET,education
Ned Smyth,2002,DESTINATIONS,education
Ned Smyth,2002,DESTINATIONS,education
Kathleen Spicer,2002,NATURAL IMPUMENTS,education
Kathleen Spicer,2002,NATURAL IMPUMENTS,education
Costantino Nivola,1968,UNTITLED,education
Costantino Nivola,1961,UNTITLED,education
Costantino Nivola,1960,"""HORSES""",education
Thomas Lo Medico,1967,UNTITLED,education
Fred Powell,1958,UNTITLED,education
John Terken,1958,"""OPEN WIDE THE MIND'S CAGE DOOR; (SEE NOTES)",education
Rudolf Henn,1939,"""MUSIC""",education
Raymond Turner,1939,"""CHEMISTRY""",education
N. Toor,1937,"""WINTER GAMES"" ""SUMMER GAMES""",education
John Havannes,1955,"""UNTITLED""",education
Nathanel Kaz,1959,"""GROWTH""",education
Irving Marantz,1970,UNTITLED,education
Robert Tinch,1975,UNTITLED,education
Robert Tinch,1975,UNTITLED,education
Frances Sarason,1988,"""BAYARD RUSTIN""",education
Joseph Walter,,"""MUSIC AND DANCE"", ""SONG, DRAMA, LITERATURE""",education
Oscar Mundhenk,1934,ART AND SCIENCE,education
Marjorie Dangerfield,1957,DR. BAILEY K. ASHFORD (1873-1934),education
Vincent Cavallaro,1965,UNTITLED,education
Nathaniel Choate,,UNTITLED,education
William Bahnmuller,1934,WOMEN IN INDUSTRIES,education
Herbert Adams,1896,"TRUTH, RESEARCH",education
Adolph Wolff,1937,"""BABOON""",education
Gertrude Kanno,1929,"""J. HERBERT LOW""",education
Muriel Brennecke,1939,INDIAN CORN DANCE,education
Emanuel Milstein,1982,UNTITLED,education
Emanuel Milstein,1982,UNTITLED,education
Emanuel Milstein,1982,UNTITLED,education
George Sugarman,1985,"""UNTITLED""",education
Barry Blair,1985,UNTITLED,education
Inge Hardison,1967,LEWIS HOWARD LATIMER (1848-1928),education
Joe Stefanelli,1977,ABSTRACTION,education
Vincenzo Miserendino,1933,ADOLPH S. OCHS,education
Marisol Escobar,1986,CREATIVITY,education
Marisol Escobar,1986,CREATIVITY,education
Marisol Escobar,1986,CREATIVITY,education
Onorio Ruotolo,1919,"""TOSCANINI""",education
Helen Nelson,1937,"""STANDING CHILDREN""",education
Nathanel Kaz,1942,"""CHEERLEADER""",education
Donna Dennis,1986,VIEWS OF WASHINGTON MARKET THROUGH THE ...,education
Austin Purves,1959,"""MENTAL, SPIRITUAL AND PHYSICAL ACTIVITIES""",education
Charles Keck,1917,"""SOUTHERLAND TABLET""",education
William Barrett,1982,"""HARI IV """,education
Romauld Kraus,,ALMA MATER,education
Cesare Stea,1937,UNTITLED,education
Cesare Stea,1936,"""NEGRO COUPLE""",education
Dina Melikov,1937,HEAD OF A CHILD,education
Charles Keck,1921,"""EDUCATION""",education
John Rhoden,1975,BUST OF VITO MARCANTONIO,education
Carl Jennewein,1956,"""SEAL OF THE CITY OF NEW YORK 1664""",education
George Koras,1976,ABSTRACTION,education
Gonzalo Fonseca,1967,UNTITLED,education
Cartaino Pietro,,"BUST OF JOHN BURROUGHS, 1837 - 1921",education
Rudolf Henn,1935,GIRL READING,education
Fn Vines,1946,"""UNTITLED""",education
Joseph Nicolosi,1931,"""WILLIAM H. SEWARD""",education
Lynn Margileth,1991,MAGIC SEEDS,education
Lynn Margileth,1991,MAGIC SEEDS,education
Lynn Margileth,1991,MAGIC SEEDS,education
Todd Williams,1973,ABSTRACT,education
Jack Hastings,,HISTORY OF SCIENCE AND LANGUAGE,education
Victor Brenner,,"""GETTYSBURG ADDRESS""",education
Hugo Robus,1938,MUSIC,education
Fred Powell,1962,CONSERTE,education
Roy Shifrin,1976,ASTRONAUT,education
William King,1983,SCHOOL,education
Jordi Bonet,1971,"""ABSTRACT""",education
Jordi Bonet,1971,"""ABSTRACT""",education
Justen Ladda,,"""UNTITLED""",education
Justen Ladda,,"""UNTITLED""",education
Carl Jennewein,1959,YOUTH AIMING HIGH,education
Clemente Spampinato,1958,"""SPORT""",education
Clemente Spampinato,1976,"""ATHLETICS""",education
Charles Reina,1977,"""ABSTRACT""",education
John Lefkow,1966,"""MOVEMENT THROUGH SPACE""",education
Frederic Triebel,1921,"""PORTRAIT OF DANTE""",education
Thomas Lo Medico,1965,"""STUDENTS""",education
Keith Monroe,1967,"""ANIMAL LIFE""",education
Costantino Nivola,1965,"""ABSTRACT""",education
Charles Reina,1974,LIFE'S JOURNEY,education
Clemente Spampinato,1962,"""FOOTBALL, BASKETBALL, AND POLE VAULTING""",education
Costantino Nivola,1955,"""UNTITLED""",education
Architects Milnes And Melniker,1957,"""ORNAMENTAL WORLD MAP""",education
Fn Jome,,"""DR. MARTIN LUTHER KING JR.""",education
Maurice Glickman,1937,DESTITUTE (MOTHER AND CHILD),education
Domenico Facci,1976,BUST OF PABLO CASSALS,education
George Koras,1972,THE CHALLENGE,education
Alfred Crimi,1967,BUST OF ALBERT EINSTEIN,education
Maxwell Chayat,1974,"""EXPLORATION""",education
Theodore Roszak,1975,CITYSCAPE,education
Fn Gorham Company,1921,"""WW 1 MEMORIAL PLAQUE""",education
Jack White,1980,"""UNTITLED, ABSTRACT""",education
Clemente Spampinato,1971,ELEMENTS OF EDUCATION,education
Fn Gorham Company,1906,"""BOARD OF EDUCATION PLAQUE""",education
Jean Woodham,1975,"""ABSTRACT""",education
Richard Hunt,1982,"""ABSTRACT""",education
Domenico Facci,1974,"""PLAY AND STUDY""",education
O.B. Jorkman,1923,"""TABLET OF JAMES D. DILLINGHAM""",education
Joseph Fleri,,""" REV. BISHOP MOORE & CLEMENT C. MOORE""",education
Douglas Hollis,1993,WEATHER PAVILION,education
Douglas Hollis,1993,WEATHER PAVILION,education
Douglas Hollis,1993,WEATHER PAVILION,education
Douglas Hollis,1993,WEATHER PAVILION,education
Douglas Hollis,1993,WEATHER PAVILION,education
Douglas Hollis,1993,WEATHER PAVILION,education
Charles Alston,1975,KNOWLEDGE AND ADVANCEMENT,education
Manuel Vega,1991,FREEDOM,education
Manuel Vega,1991,FREEDOM,education
Clemente Spampinato,1957,"""BASKETBALL""",education
Otello Guarducci,1965,MUSIC AND INSPIRATION,education
Inge Hardison,1972,UNTITLED,education
Gerald Digiusto,1973,UNTITLED,education
Costantino Nivola,1972,EDUCATION AND FAMILY,education
Martin Rubio,1976,UNTITLED,education
Lumen Winter,1970,ROCK,education
Lumen Winter,1970,ROCK,education
Clemente Spampinato,1963,AD ASTRA PER LIBROS,education
Clemente Spampinato,1963,AD ASTRA PER LIBROS,education
Costantino Nivola,1958,ABSTRACT,education
Valerie Hammond,1991,ANIMALS WE LOVE,education
Bill & Mary Buchen,1992,SOUND PLAYGROUND,education
Bill & Mary Buchen,1992,SOUND PLAYGROUND,education
Bill & Mary Buchen,1992,SOUND PLAYGROUND,education
Roger Bolomey,1971,UNTITLED,education
Fn Caproni Brothers,1924,THREE BACCAHANTES DANCING,education
Rudolf Henn,1940,"""MEMORIAL PLAQUE-IN MEMORY OF CORINNE M...",education
Rudolf Henn,1940,"""MEMORIAL PLAQUE-IN MEMORY OF CORINNE M...",education
Rudolf Henn,1937,WORKERS IN FOUNDRY,education
Robert Rivera,1992,OPEN VOYAGE,education
Scott Pfaffman,1987,HIGH ART,education
Scott Pfaffman,1987,HIGH ART,education
Attilio Piccirilli,1925,"""BUST OF COLUMBUS""",education
Michelle Stuart,1990,TABULA,education
Michelle Stuart,1990,TABULA,education
Michelle Stuart,1990,TABULA,education
Peter Gourfain,1994,WE SHALL OVERCOME,education
Peter Gourfain,1993,"FREEDOM MARCH, 1965",education
Gregg Lefevre,1993,THE BRONX,education
Andrea Arroyo,,HARMONY II,education
Andrea Arroyo,,HARMONY II,education
Clyde Lynds,1994,AD ASTRA PER ASPERA,education
Clyde Lynds,1994,AD ASTRA PER ASPERA,education
Fred Wilson,1995,PANGAEA,education
Steve Wood,1993,"EAST OF THE SUN, WEST OF THE MOON",education
Dennis Adams,1995,TRIBUTARIES,education
Dennis Adams,1995,TRIBUTARIES,education
Dennis Adams,1995,TRIBUTARIES,education
Vito Acconci,1995,PROJECT FOR P.S. 3,education
Vito Acconci,1995,PROJECT FOR P.S. 3,education
Chaim Gross,1935,COLLEGE GIRL,education
Chaim Gross,,FENCING BOY,education
Robert Ressler,1997,RIVERS,education
Louis Berneker,1928,UNTITLED,education
Costantino Nivola,,UNTITLED,education
Costantino Nivola,,UNTITLED,education
Ilya Bolotowsky,1974,ABSTRACTION,education
Jack Lubin,1962,GAMES AND RHYTHM,education
Susan Kaprov,1985,POINT OF YOUTH,education
Susan Kaprov,1985,POINT OF YOUTH,education
Charles Alston,1955,"ABRAHAM LINCOLN, FRANKLIN ROOSEVELT",education
Ernest Fiene,1955,THOMAS JEFFERSON - GEORGE WASHINGTON,education
Seymour Fogel,1976,ABSTRACTION,education
David Wilson,1973,UNTITLED,education
Francis Bradford,1957,"""ARTS, LETTERS, SCIENCES""",education
Fern Stanford,1976,"""UNTITLED""",education
Knox Martin,1982,JOHN WAYNE,education
Helen Treadwell,1962,"""CANARSIE INDIANS""",education
Helen Treadwell,1962,"""CANARSIE INDIANS""",education
Edward Menshekoff,1965,"""YOUNG PEOPLE""",education
Max Spivak,1955,"""TOOLS OF EDUCATION""",education
Max Spivak,1955,"""TOOLS OF EDUCATION""",education
Seymour Fogel,1937,"""EUROPEAN MUSIC""",education
Joseph Katz,,A CHILD'S PATH FROM HOME TO SCHOOL,education
Harriet Hyams,1978,"""WORK TOOLS""",education
Vincent Cavallaro,1973,LIGHT OF KNOWLEDGE,education
Elemer Polony,1960,"""THE MUSES AS DRAMA, MUSIC, AND SCIENCE""",education
Elemer Polony,1964,EDUCATION,education
Ernest Fiene,1937,"""FASHION TRADE""",education
Gerard Recke,1936,EDUCATIONAL MOTIVE: SPORTS & SCIENCE,education
Charles Alston,1964,MAN ON THE THRESHOLD OF THE SPACE AGE,education
Charles Alston,1964,MAN ON THE THRESHOLD OF THE SPACE AGE,education
Harriet Hyams,1962,THE SEASONS,education
Alexsandra Kasuba,1982,"""UNTITLED""",education
Mel Chin,1995,LANDMIND,education
Mel Chin,1995,LANDMIND,education
Mel Chin,1995,LANDMIND,education
Mel Chin,1995,LANDMIND,education
Robin Holder,,RITES OF PASSAGE,education
Robin Holder,,RITES OF PASSAGE,education
Robin Holder,,RITES OF PASSAGE,education
Robin Holder,,RITES OF PASSAGE,education
Robin Holder,,RITES OF PASSAGE,education
Robin Holder,,RITES OF PASSAGE,education
Robin Holder,,RITES OF PASSAGE,education
Amy Jones,1967,LUCY ON PFEIFFERS BEACH,education
Costantino Nivola,1960,UNTITLED,education
Guy Maccoy,,IMPORTANT WOMEN IN WOOL INDUSTRY,education
Tim Rollins,1988,"AMERIKA-- FOR THE PEOPLE OF BATHGATE, 1988",education
Olga Hiiva,1996,"A STORY IS TOLD...A VIEW OF FOUR CULTURES: NATIVE AMERICAN, MAYAN, AFRICAN, ...",education
Effim Sherman,1940,BAND CONCERT,education
James Sherman,1940,THREE DEER,education
Harry Shokler,,MONTAUK FISHING VILLAGE,education
Harry Sternberg,1940,MAN'S DREAM,education
Julius Tanzer,1940,HUDSON RIVER FERRY,education
Richard Roth,1971,LARGE SQUARE SPECTRUM SERIES #1,education
Richard Roth,1971,LARGE SQUARE SPECTRUM SERIES #1,education
William Giles,1966,3 PEOPLE 3,education
Mary Ann Unger,1990,SHEAVES,education
Mary Ann Unger,1990,SHEAVES,education
Allan Hermes,1937,PORTRAIT OF DR. HYMAN ALPERN,education
Augustus Peck,1937,WOMAN WITH RED HAIR,education
I.J. Sanger,1940,"SAWMILL, NOVA SCOTIA",education
I.J. Sanger,1940,"SAWMILL, NOVA SCOTIA",education
Kyra Markham,1936,"BACKSTAGE ""PORGY AND BESS""",education
Crystal Lorch-Seidman,1991,THE LIVELY NARROWS,education
Donna Dennis,1996,DAEDALUS BEDAZZLED,education
Donna Dennis,1996,DAEDALUS BEDAZZLED,education
Natasha Kudrova,,RUSSIA'S CONTRIBUTIONS TO AMERICA,education
Walter Hood,,THE BUILDING OF THE INTERSTATE HIGHWAY SYSTEM,education
Ann Leggett,,THE AMERICAN TRUCKING INDUSTRY,education
Jacques Maloubier,1976,WASHINGTON AND LAFAYETTE,education
Frank Mason,1976,FREEDOM OF ARTISTIC EXPRESSION,education
John Manship,,FRANCE AND AMERICA,education
Fn Caproni Brothers,,CHILDREN PLAYING INSTRUMENTS,education
Fn Caproni Brothers,,BOYS SINGING FROM BOOK,education
Russell Bailey,,UNDER MY WINGS EVERYTHING PROSPERS,education
Tracey Montminy,1976,AMERICA AN INTERPRETATION OF A POEM BY WILLIAM BLAKE,education
Domenico Mortellito,,THREE MOMENTOUS EVENTS IN WORLD HISTORY,education
Adria Mortellito,1976,LIFE- LIBERTY-AND THE PURSUIT OF HAPPINESS,education
Fn Nantandy,1976,A HISTORY OF SOUTHERN CALIFORNIA (IN COLOR),education
Fn Nantandy,,A HISTORY OF SOUTHERN CALIFORNIA 'PRINT',education
Paul Ortlip,,HOUR OF CRISIS- BATTLE OF THE HUDSON RIVER 'PRINT',education
Evelyn Page,1976,TRIUMPH AND TRAGEDY,education
James Penney,,THE PIONEERS AND THE PLAINS WESTWARD MOVEMENT IN AMERICA,education
Beta Porter,,THE LIBERATOR- THREE MOMENTOUS EVENTS IN AMERICAN HISTORY,education
William Prescott,,BLOOD ON THE SANDS,education
Hildegarde Rath,,GONE TO THE MOON,education
Mary Reardon,,"BOSTON, 1775-1776",education
Edward Laning,,PASSAGE TO INDIA,education
Maxwell Starr,1947,HISTORY OF MANKIND IN TERMS OF MENTAL AND PHYSICAL LABOR,education
Ernest Crichlow,1976,UNTITLED,education
Jack Lubin,1959,"1. ""SYMBOLS OF CULTURAL AND PHYSICAL ACTIVITI",education
Fn Nolan Scenery Studios,1988,"""CROWD DESCENDING BOARDWALK""",education
Jack Lubin,1961,"""EDUCATION""",education
Jack Lubin,1961,"""EDUCATION""",education
Romare Bearden,1977,DAILY ACTIVITIES IN THE NEIGHBORHOOD,education
Romare Bearden,1977,DAILY ACTIVITIES IN THE NEIGHBORHOOD,education
Alfred Crimi,1974,"""ONCE UPON A TIME""",education
Nicholas Vergette,1966,CITYSCAPE,education
Jack Lubin,1957,LIBERAL ARTS,education
Jorge Cordero,,UNTITLED,education
Abraham Tobias,1943,TRIUMPH OF SCIENCE OVER CHARLETISM,education
Francis Bradford,1961,GREAT DISCOVERIES,education
Joseph Gersei,1920,NURSERY RHYMES,education
Ruth Ordway,1920,SCENES FROM THE HISTORY OF THE BRONX,education
James Penney,1938,EARLY HISTORY OF FLUSHING,education
Elemer Polony,1974,UNTITLED,education
N. Trevisani,1942,CHILDREN AT PLAY,education
Lucinda Luvaas,1981,THE LOUIS ARMSTRONG MURAL,education
Frank Reilly,1958,"""FIGURES OF HISTORY""",education
Henry Poor,1956,"""CITY OF NEW YORK""",education
Henry Poor,1956,"""CITY OF NEW YORK""",education
James Mcnally,1941,"""ENGLISH LITERATURE""",education
Robert Proper,1975,"UNTITLED ""EAT""",education
Jack Hastings,1963,"""SUN""",education
Jack Hastings,1963,UNTITLED,education
Max Spivak,1956,TOOLS OF EDUCATION,education
Max Spivak,1956,TOOLS OF EDUCATION,education
Cliff(Ord) Young,1962,LONG ISLAND HERITAGE,education
Cliff(Ord) Young,1962,LONG ISLAND HERITAGE,education
Edwin Blashfield,1920,THE GRADUATE,education
Fn Lamb Studios,1925,SCHOLARSHIP AND CHARACTER,education
Hugo Gellert,1970,"""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""",education
Hugo Gellert,1970,"""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""",education
Ruth Reeves,1940,"""STUDENT ACTIVITIES IN SCHOOL""",education
Richard Kirk,1972,CHALLENGE OF SPACE,education
Richard Kirk,1972,CHALLENGE OF SPACE,education
Barry Faulkner,,SCENES FROM THE EARLY HISTORY OF MANHATTAN,education
Jack Lubin,1967,"""SPIRITS OF EDUCATION""",education
Jack Lubin,1967,"""SPIRITS OF EDUCATION""",education
Vincent Cavallaro,1971,MAN IN SPACE,education
Helen Treadwell,1968,"""THE SCIENCES"", ""THE ARTS""",education
David Margolis,1934,"""THE HISTORY OF AMERICAN MUSIC""",education
Vincent Cavallaro,1962,"""GENERAL PULASKI & HIS AIDES ON HORSEBACK""",education
Vincent Cavallaro,1962,"""GENERAL PULASKI & HIS AIDES ON HORSEBACK""",education
Costantino Nivola,1959,UNTITLED,education
Costantino Nivola,1959,UNTITLED,education
Fredrick Stoddard,1925,UPWARD,education
Umberto Romano,1962,"""YOUTH LEARNS FROM THE PAST AND LOOK TOWARD THE FUTURE""",education
Bogdan Grom,1967,"""SCHOOL PLAYTIME""",education
Fn Geller,,"""UNTITLED""",education
Carl Lella,1933,"""ADVENTURE"", ""ROMANCE""",education
Jennie La Susa,1938,"""UNTITLED""",education
Michael Loew,1934,TRAINING TECHNICAL AND VOCATIONAL WORKERS,education
John Connah,1934,"""THE PLEASURES OF LIVING""",education
Florence Lundborg,1932,QUEST FOR KNOWLEDGE,education
James Penney,,UNTITLED,education
Max Spivak,1965,"MOON AND SEA, SUN AND EARTH",education
Guy Maccoy,1939,"""IMPORTANT WOMEN IN SILK INDUSTRY"", ...",education
Federico Castellon,1934,"""ADVANCEMENT OF SCIENCE""",education
Louis Tiffany,1919,WALTER B. GUNNISON MEMORIAL WINDOW,education
Walter Ferguson,1948,"""BIRDS OF LONG ISLAND""",education
Alan Doggett,1929,"""HANS BRINKER OF THE SILVER SKATES""",education
Fn Church Glass (Fabricator),,"""LIFE OF ERASMUS"" ALSO CALLED ""ALUMNI ...",education
Francis Bevilacqua,1975,UNTITLED,education
Nathaniel Choate,1965,DREAMS OF CHILDHOOD,education
Fredrick Stoddard,1916,THE BIRTH AND DEVELOPMENT OF EDUCATION,education
Robert Galbraith,1979,"""UNTITLED""",education
Hank Prussing,1987,"""UNTITLED""",education
Norman Lewis,1976,UNTITLED,education
Joe Stefanelli,1977,UNTITLED,education
Joe Stefanelli,1977,UNTITLED,education
Fn Kinrod,1987,"""DR. RONALD E. MCNAIR""",education
Fn Menelek Iii,,"""MALCOLM X""",education
Joe Stefanelli,1975,"""UNTITLED""",education
John Nickelsen,1959,UNTITLED,education
Fn Kinrod,1970,"""UNTITLED""",education
Jack Lubin,1962,"""ELEMENTS OF EDUCATION""",education
Todd Williams,1986,"""UNTITLED""",education
Max Spivak,1967,"""SPACE AND SATELLITES""",education
Lumen Winter,1963,IMMIGRATION,education
Vincent Cavallaro,1975,UNTITLED,education
Michael Loew,1935,"""INDUSTRIAL CHRONOLOGY IN TEXTILE...",education
Mons Breidvik,1936,EVOLUTION OF COSTUME THROUGH THE AGES,education
Jacques Van Aalten,1939,"""THE USE OF ELECTRICITY, CHEMISTRY, DESIGN AND RAW MATERIALS...",education
Seong Moy,1984,TIMELESS SPIRIT,education
Peter Polymenakos,,GREAT HARMONY (TA TUNG),education
Peter Polymenakos,,GREAT HARMONY (TA TUNG),education
Abraham Tobias,1960,TEACHER AND STUDENT,education
Abraham Tobias,1960,TEACHER AND STUDENT,education
Fredrick Stoddard,1908,WOMANHOOD,education
Sacha Moldovan,1936,NEW YORK OLD AND NEW,education
Sue Hodes,1955,"""BUFFALO HUNT""",education
Keith Haring,1976,"""UNTITLED""",education
Lumen Winter,1958,GREENWICH VILLAGE AND ITS CULTURAL ACTIVITIES,education
Mariette Bevington,1975,UNTITLED,education
Mariette Bevington,1975,UNTITLED,education
Mariette Bevington,1975,UNTITLED,education
Seymour Fogel,1977,"""ABSTRACTION""",education
Helen Treadwell,1958,EARLY NEWSPAPER PRINTING,education
Louis Tiffany,,CUM ROBUSTO PERFECTUS,education
Vincent Cavallaro,1965,MAN IN SPACE,education
Allyn Cox,1961,EDUCATION,education
Lumen Winter,1964,"SCIENCE, MUSIC, ART, AND LITERATURE",education
Lumen Winter,1964,"SCIENCE, MUSIC, ART, AND LITERATURE",education
Jack Lubin,1969,"MUSIC RHYTHMS, ELEMENTS OF EDUCATION",education
Jack Lubin,1969,ANIMAL AND VEGETABLE KINGDOM (4 PANELS),education
Joe Stefanelli,1985,"""ABSTRACT""",education
Jack Lubin,1967,"ANIMAL AND VEGETABLE KINGDOM, (4 PANELS)..",education
Jack Lubin,1965,INTRODUCTION TO EDUCATION,education
Elemer Polony,1962,YOUTH ACTIVITIES,education
Elemer Polony,1962,YOUTH ACTIVITIES,education
Elemer Polony,1967,THE WORLD OF SPACE,education
Jack Stewart,1958,"CHILDREN AT PLAY, STUDY",education
John Nickelsen,1959,ABSTRACTION,education
Daniel Rosenbaum,1991,WONDROUS WINDOWS,education
Daniel Rosenbaum,1991,WONDROUS WINDOWS,education
Max Spivak,1962,CENTRAL PARK AS A REFUGE,education
Max Spivak,1962,CENTRAL PARK AS A REFUGE,education
Camille Billops,1995,PS 4 ONSTAGE,education
