artist,date,title,source,percent funded?
Roland Brooks,1994,MARION ANDERSON,education,
Roland Brooks,1994,ADAM CLAYTON POWELL,education,
Roland Brooks,1994,CLARENCE THOMAS,education,
Roland Brooks,1994,DIEGO RIVERA,education,
Roland Brooks,1994,DR. RALPH BUNCHE,education,
Roland Brooks,1994,ROSA PARKS,education,
Roland Brooks,1994,FREDERICK DOUGLASS,education,
Roland Brooks,1994,NELSON MANDELA,education,
Roland Brooks,1994,EMILE ZAPATA,education,
Roland Brooks,1994,BARBARA JORDAN,education,
Roland Brooks,1994,MALCOLM X,education,
Roland Brooks,1994,TONI MORRISON,education,
Roland Brooks,1994,MAYA ANGELOU,education,
Roland Brooks,1994,GEORGE WASHINGTON CARVER,education,
Roland Brooks,1994,CESAR CHAVEZ,education,
Tamotsu Miura,1994,BLACK CEDARS,education,
Arlene Slavin,1995,HOPSCOTCH (STAIRS) & RUNNING WILD (WALL),education,yes
Augustin De Andino,1995,THE FADED REMEMBRANCE OF COLOR,education,
Camille Billops,1995,PS 4 ONSTAGE,education,yes
Dennis Adams,1995,TRIBUTARIES,education,yes
Dina Bursztyn,1995,PATHS AND STARS,education,
Elizabeth Grajales,1995,STORIES IN CLAY,education,
Elizabeth Grajales,1995,WHAT A WONDERFUL WORLD,education,yes
Fred Wilson,1995,PANGAEA,education,yes
Freddy Rodriguez,1995,THE GARDEN AND GUITAR,education,
Jennifer Bevill,1995,THE STORYTELLING QUILTS,education,
Jorge Rodriguez,1995,THE TREE OF KNOWLEDGE,education,
Justen Ladda,1995,WATER,education,yes
Kabuya Bowens,1995,A WORLD OF SHAPES;  THE LOVE BOAT,education,
Mags Harries,1995,TERULLIAN MANTLE,education,yes
Maren Hassinger,1995,FENCE OF LEAVES,education,yes
Maura Sheehan,1995,FRIEZE FRAME,education,yes
Mel Chin,1995,LANDMIND,education,yes
Michael Kelly Williams,1995,REACH FOR A STAR,education,yes
Ming Fay,1995,LEAF GATE,education,yes
Pablo Delano,1995,IMAGES OF WASHINGTON HEIGHTS 1993-1995,education,yes
Rhoda Andors,1995,ECOTONES,education,yes
Ricky Flores,1995,LICENSE TO DREAM,education,yes
Robert Bunkin,1995,AN HISTORIC PORTRAIT OF PS 18 1892-1994,education,
Roberto Juarez,1995,CALENDAR,education,yes
Ronald Baron,1995,GATES OF KNOWLEDGE,education,yes
Tomie Arai,1995,DISCOVERY,education,yes
Vito Acconci,1995,PROJECT FOR P.S. 3,education,yes
Alfredo Ceibal,1996,THE FLYING IMAGINATION,education,yes
Anton Van Dalen,1996,THE FLYING BOOK,education,
Anton Van Dalen,1996,GARDEN WALL,education,
Anton Van Dalen,1996,GARDEN PATH,education,yes
Arlan Huang,1996,"AMERICAN ORIGINS - DO RE MI, DOO WOP, PADME HUMM",education,
Arnold Gold,1996,MASAI BRAID #1,education,
Ben Schonzeit,1996,COMMON GROUND,education,
Bing Lee,1996,ONCE UPON A TIME,education,
Brinsley Tyrrell,1996,HALL OF FAME,education,yes
Camille Billops,1996,GOOD MORNING IN NEW YORK,education,
Donna Dennis,1996,DAEDALUS BEDAZZLED,education,yes
Jones And Ginzel,1996,ENCYCLIC,education,
Ik-Joong Kang,1996,HAPPY DAYS,education,yes
Jack Stewart,1996,"JANUARY, THE FROZEN PND",education,
Jack Stewart,1996,"MARCH, THE WATERFALL",education,
Jack Stewart,1996,"FEBRUARY, THE FOREST",education,
Jack Stewart,1996,APRIL AT THE SHORE,education,
Jacqueline Cully,1996,CHILDREN OF PROMISE,education,
Mac Adams,1996,WORLD PATTERNS AND FABLES,education,yes
Maren Hassinger,1996,ANCESTOR WALK,education,yes
Melvin Clark,1996,"ENCHANTED DREAM, SUN BIRD",education,yes
Mike Metz,1996,LOOK/ACT/DREAM,education,yes
Olga Hiiva,1996,"A STORY IS TOLD...A VIEW OF FOUR CULTURES: NATIVE AMERICAN, MAYAN, AFRICAN, ...",education,
Robin Holder,1996,PORTRAITS AND PATTERNS,education,
Robin Holder,1996,DESIGN FOR CERAMICS TITLES PORTRAITS AND PATTERNS,education,
Robin Holder,1996,DESIGN FOR CERAMIC TITLES PORTRAITS AND PATTERNS,education,
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education,
Sung Ho Choi,1996,MY AMERICA,education,yes
Sung Ho Choi,1996,AMERICAN PIE,education,yes
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education,yes
Wopo Holup,1996,JIM THORPE GARDEN FENCE,education,yes
Christy Rupp,1997,TIME FLIES,education,yes
Ed Mcgowin,1997,WORK HISTORY,education,yes
Emmett Wigglesworth,1997,ELATED ELDERS,education,
Yankowitz And Holden,1997,THE GARDEN OF GAMES AND THE GARDEN OF SCIENTIFIC IDEAS,education,
Frank Big Bear,1997,DREAM CATCHER LOVE SONG,education,yes
Helene Manzo,1997,HOMAGE TO HALE WOODRUFF,education,
Helene Manzo,1997,ANIMALS ALL AROUND,education,
Janet Zweig,1997,YOUR VOICES,education,yes
Jose Guzman,1997,1. ONCE UPON A TIME  2. AND THEY LIVED,education,
Nancy Chunn,1997,MAPPING QUEENS,education,yes
Olivia Beens,1997,LESSONS IN GEOGRAPHY,education,
Ora Lerman,1997,INSIDE THE ARK,education,yes
Peter Gourfain,1997,"MODEL FOR ""WE SHALL OVERCOME""",education,
Robert Ressler,1997,RIVERS,education,yes
Robin Holder,1997,RITES OF PASSAGE,education,yes
Rochelle Shicoff,1997,THE HISTORY OF EAST NEW YORK,education,
Susan Brown,1997,TEX TILE,education,
Tom Nussbaum,1997,12 SCULPTURES FOR ECC4,education,yes
Tomie Arai,1997,WELCOME! BIENVENIDOS! BYENVENI!,education,
Y Chung,1997,SUNSET PARK SYNERGY,education,yes
Carol Sun,1998,PS 16 TREE OF KNOWLEDGE,education,yes
Donald Lipski,1998,THE LAGUARDIA SUITE,education,yes
Emmett Wigglesworth,1998,TUNE INTO TRUTH,education,
Howard Conant,1998,DESERT SYMMERTY,education,
Lee Brozgold,1998,LIBERTY - OUR STORY,education,
Nobi Shioya,1998,LAS MENINAS,education,yes
Alan Wexler,1999,WEST SIDE HIGH SCHOOL PARK,education,
Carlos Columbino,1999,"""COLUMBINO PAINTING""/ ART WALL ""(EDUCATIONAL COMPONENT)""",education,
Carlos Nunez,1999,ARIES TROPICALES,education,
Ed Rath,1999,WE ARE THE FUTURE,education,
Ed Rath,1999,JUMP ROPE,education,
Eliot Lable,1999,PEOPLE IN GEAR,education,
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education,
Ellen And Allan Wexler,1999,DRAWING P.S. 340/ A COORDINATED PLANE PATIO,education,
John Fekner,1999,TRACES,education,yes
John Fekner,1999,MELODY IN 1'S AND 0'S,education,
Kazuma Oshita,1999,THE OPENING,education,
Kazuma Oshita,1999,WOODSIDE STORY,education,yes
Kazuma Oshita,1999,"STUDY FOR WOODSIDE STORY: ""AUDITORIUM""",education,
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education,
Sylvia Benitez,1999,"OUR GLOBAL LEGACY, CONTINENTAL TREASURES FROM AROUND THE WORLD",education,
Walton Ford,1999,INSIDE - OUT,education,yes
Walton Ford,1999,THE CALL,education,yes
Adam Lo Faso,2000,SUBWAY SERIES,education,
Cadence Giersbach,2000,GARDEN IN A SCHOOL: IMPRESSIONS OF JACKSON HEIGHTS,education,yes
Emmett Wigglesworth,2000,WE ARE THE CHILDREN,education,yes
Eric Carle,2000,"""BIRD AND SUN COLLAGE""",education,
Gregory Frux,2000,JOSEPH LIGHTING,education,
Howard Conant,2000,EMBRYO,education,
Jane Greengold,2000,SPIRALS,education,yes
Janet Morgan,2000,KWAN YIN,education,
Kristine Pfister,2000,AQUEHONGA,education,
Kristine Pfister,2000,ICONS OF CHILDHOOD,education,
Lane Twitchell,2000,HERE IS NEW YORK,education,yes
Noel Copeland,2000,MYTH ANIMALS,education,yes
Terry Adkins,2000,"""GEOMETRIC SHAPES""",education,
Valerie Maynard,2000,LOVE AND GUIDE THE CHILDREN,education,
Ann Agee,2001,WORLDS FAIR 2003,education,yes
Howard Conant,2001,SUMMER SOLSTICE,education,
Maira Kalman,2001,WHATS WHAT?,education,
Skowmon Hastanan,2001,ORBIS VENUSTAS,education,yes
Amy Cheng,2002,SEEN THROUGH THE LAYERS OF TIME,education,yes
Helmick And Schechter,2002,GENIUS,education,
Kathleen Moroney,2002,THE SEASONS OF LIFE,education,
Kathleen Spicer,2002,NATURAL IMPUMENTS,education,
Ned Smyth,2002,DESTINATIONS,education,yes
Susan Tunick,2002,THREE TIMES THREE,education,yes
Amy Cheng,2003,SQUA MAQUETTE STUDY,education,
Amy Cheng,2003,MAQUETTE STUDY FOR BRANCHES,education,
Amy Cheng,2003,TRANSPORTATION MAQUETTE STUDY,education,
Amy Cheng,2003,MARTIN LUTHER KING MAQUETTE STUDY,education,
Amy Cheng,2003,FRANKLIN D. ROOSEVELT MAQUETTE STUDY,education,
Amy Cheng,2003,INDEPENDENCE MAQUETTE STUDY,education,
Amy Cheng,2003,PILGRIMS MAQUETTE STUDY,education,
Amy Cheng,2003,INDIAN MAQUETTE STUDY,education,
Amy Cheng,2003,MASPETH MAQUETTE STUDY,education,
Amy Cheng,2003,EMS NYPD MAQUETTE STUDY,education,
Amy Cheng,2003,LINCOLN MAQUETTE STUDY,education,
Amy Cheng,2003,JOURNEY MAQUETTE STUDY,education,
Amy Cheng,2003,FDNY MAQUETTE STUDY,education,
Chris Doyle,2003,FIELD TRIPS,education,
Eung Ho Park,2003,BOWLING BALL CURTAIN,education,yes
Eung Ho Park,2003,BOTTLE CAP EYES,education,
Jackie Chang,2003,IN OTHER WORDS,education,
Lee Brozgold,2003,BEACON,education,yes
Lucy Fradkin,2003,SPRING FEVER,education,
Manuel Vega,2003,"""PAINFUL HISTORY AND CIVIL RIGHTS"" AND ""MUSIC, DIVERSITY AND TECHNOLOGY""",education,
Matt Mullican,2003,"LAW, JUSTICE, AND GOVERNMENT",education,yes
Matt Mullican,2003,"LAW, GOVERNMENT, AND JUSTICE 1",education,
Meg Belichick,2003,ALL THE COLORS,education,yes
Philemona Williamson,2003,FOLKTALES FROM AROUND THE WORLD,education,yes
Robyn Holder,2003,EVERYDAY COURAGE,education,yes
Ross Lewis,2003,ACHIEVE BELIEVE CREATE DREAM,education,
Andy Yoder,2004,THE THREE B'S,education,yes
Bing Lee,2004,YOU ARE HERE,education,
Deborah Wasserman,2004,CULTURE MIX,education,
Jane Kaufman,2004,SEASCAPES,education,
Jennifer Monick,2004,WINDOWS AND BRIDGES,education,
Luca Buvoli,2004,THE BIG WAVE-NOT A SUPERHERO- IN THE OCEAN OF LANGUAGE,education,yes
Martha Jackson Jarvis,2004,TECHNO 368,education,
Martha Madigan,2004,OAK SEASONS,education,yes
James Casebere,2005,ABADIA,education,
Karen Fitzgerald,2005,ANIMALS,education,
Lori Nozick,2005,LUCE ET VITA UNIVERSAE,education,
Paul Henry Ramirez,2005,GOING UP UP UP,education,
Timothy Roeschlein,2005,"""FEAST""",education,
Timothy Roeschlein,2005,MUSICAL LANDSCAPE 2,education,
Timothy Roeschlein,2005,PICNIC 1,education,
Timothy Roeschlein,2005,PICNIC 2,education,
Deborah Wasserman,2006,DRAGON,education,
Gwen-Lin Goo,2006,EIGHT BROOKLYN LANDMARKS AND WILD LIFE OF NY STATE,education,
James Casebere,2006,THEATER (AFTER THE ACROPOLIS),education,yes
James Casebere,2006,AFTER SINAN,education,
Michele Brody,2006,UNIVERSE OF KNOWLEDGE,education,
Liliana Porter,2007,SITUATIONS WITH THEM,education,yes
Shinique Smith,2007,WOMAN MAYBE LAUGHING,education,
Alexandra Sax,2008,TURTLE MIGRATION,education,yes
Lucy Fradkin,2008,EVENING SONG,education,
Luisa Caldwell,2008,"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",education,yes
Ross Lewis,2008,URBAN INTERSECTIONS,education,
Soonae Tark,2008,LOVE YOU,education,yes
Amy Yoes,2009,SPECTRUM,education,yes
Diana Cooper,2009,OUT OF THE CORNER OF MY EYE,education,yes
Francesco Simeti,2009,ANIMALITY,education,yes
Juan Sanchez,2009,TRANSCENDENCE IS OUR REIGN,education,yes
Mark Gaynon,2009,INSPIRATIONAL AMERICANS,education,yes
Mary Temple,2009,"WEST WALL, NORTHEAST LIGHT",education,
Mary Temple,2009,"NORTHEAST LIGHT, WEST WALL",education,
Mauricio Trenard,2009,GREEN POWER,education,yes
Susan Stair,2009,BY THE WATERS,education,
Tom Burckhardt,2009,FORWARD UP,education,yes
Tony Oursler,2009,"""SPLATTER PROJECT #2""-ORANGE RED WALL",education,yes
Tony Oursler,2009,"""LOCKER""",education,yes
Tony Oursler,2009,"""SPLATTER PROJECT #1""-GRAY WALL",education,yes
Tony Oursler,2009,"""YELLOW, RED, GREEN, AFAICS""",education,yes
David Opdyke,2010,FIGURE IT OUT,education,
Janet Morgan,2010,THE CIRCUS COMES TO TOWN,education,
Jean Shin,2010,SETTINGS,education,
Kirsten Hassenfeld,2010,PIXIE MIX,education,yes
Paula Scher,2010,QUEENS,education,yes
Paula Scher,2010,METROPOLITAN AVENUE,education,yes
Sanford Biggers,2010,LOTUS,education,yes
Sarah Sze,2010,MOMENTUM AND ITS CONSERVATION,education,yes
Tattfoo Tan,2010,S.O.S. PLEDGE,education,yes
Chris Green,2011,HEART OF THE SUN,education,
Desdemona Minchillo,2011,IT'S OUR BIG BANG,education,
John Ahearn,2011,"""SERIES OF SIX SCULPTURES OF CHILDREN"" (SEE COMMENTS FOR TITLES)",education,yes
Mark Veca,2011,FOREST FRIEZE,education,
Sara Morris,2011,GATEWAY,education,
Wennie Huang,2011,TRACE,education,yes
Adam Simon,2012,12 X 3 X 4,education,
Art Spiegelman,2012,"IT WAS ONLY TODAY, YESTERDAY",education,
Connie Fenicchia,2012,(CHILDREN AT) PLAY,education,
Jane Benson,2012,MIRROR GLOBE,education,
Jeffrey Gibson,2012,NEPHELOCOCCYGIA,education,
Lawrence Weiner,2012,"ONE WAY AND ANOTHER, CUSPED",education,
Peter Rostovsky,2012,SUN BAND,education,
Peter Rostovsky,2012,SUNRISE CURTAIN,education,
Scott Trimble,2012,PATHS OF DISCOVERY,education,
Tobias Putrih,2012,blackwell,education,yes
Anne Delaporte,2013,EDITORIAL BLUE,education,
Ohad Meromi,2013,ALL TOGETHER NOW,education,
Paloma Munoz,2013,SNOW DAY,education,
Terence Gower,2013,NOGUCHI GALAXY I,education,
Terence Gower,2013,NOGUCHI GALAXXY II,education,
William Powell,1854,DEWITT CLINTON,education,
Schwartz,,HOCKEY PLAYERS,education,
A. Barbara Buttye,,"""PETER STUYVESANT""",education,
A.M. Upjohn,,UNTITLED (PORTRAIT OF A MAN WITH GUN),education,
Alfred Floegel,,HISTORY OF THE WORLD & CONSTELLATIONS,education,
Allan Hermes,,"""FRANKLIN KNIGHT LANE, SECRETARY OF THE INTERIOR 1913-1915""",education,
Alton Tobey,,THE BEGINING AND THE END OF THE BEGINING (PRINT- SAME IMAGE AS 20169),education,
Alvin Dickstein,,SQUARES IN SQUARE,education,
Anita Fleischner,,"""MAN WITH BOOK""",education,
Ann De Kohary,,HUDSON STREET,education,
Ann Gillen,,REACHING FOR THE STARS (ASPERA AD ASTRA),education,
Ann Leggett,,THE AMERICAN TRUCKING INDUSTRY,education,
Anne Nooney,,WINTER SUN,education,
Anthony Toney,,ADELE'S STUDENTS,education,
Antonio Martorell,,CHILDREN'S ABC,education,yes
Barry Faulkner,,SCENES FROM THE EARLY HISTORY OF MANHATTAN,education,
Berthe Morisot,,FILLE DE DOS,education,
Beta Porter,,THE LIBERATOR- THREE MOMENTOUS EVENTS IN AMERICAN HISTORY,education,
Bill & Mary Buchen,,SOUND CARNIVAL,education,
Bing Lee,,ONE LINE,education,yes
Camille Billops,,LIBRARY,education,
Candida Alvarez,,WHAT DO YOU SEE?,education,yes
Carlos Anderson,,THIRTY MILES UPSTATE,education,
Carol Byard,,FIRST IN THE HEART IS THE DREAM,education,
Carol Sun,,"PS 16, TREE OF KNOWLEDGE",education,
Carrie Mae Weems,,"THE SPIRIT OF MIND, BODY AND HEALTH",education,yes
Cartaino Pietro,,"BUST OF JOHN BURROUGHS, 1837 - 1921",education,
Casey Adams,,TIES III/ ART WALL,education,
Chaim Gross,,FENCING BOY,education,
Chaim Gross,,HURDLERS,education,
Charles Polowetski,,"""GEORGE WASHINGTON""",education,
Clemence Miletti,,BOATS AT DECK,education,
Concetta Scaravaglione,,GIRL WITH FAWN,education,
Constance Kiermaier,,STUDY FOR MOSIAC MURAL FOR PS 377-K,education,
Costantino Nivola,,ACADEMIC ACHIEVEMENT,education,
Crystal Lorch-Seidman,,"MAQUETTE FOR ""THE LIVELY NARROWS""",education,
Daniel Celentano,,CHILDREN IN CREATIVE & CULTURAL ACTIVITIES,education,
David Grubb,,INDIAN SUMMER,education,
David Olander,,"LEON M. GOLDSTEIN, PRESIDENT",education,
David Raymond,,RESCUE,education,
Dean Cornwell,,VARIOUS - STUDIES FOR MURALS,education,
Donna Sanderwick,,"TRANSFER CEREMONY OCTOBER 18, 1867",education,
Dorothy Gerhardt,,DRESS OF 1834 - 40,education,
Dorothy Koppelman,,ROSES,education,
Dunoyer Segonzuc,,"""LANDSCAPE WITH RIVER""",education,
E Kager,,PORTRAIT OF PRINCIPAL (MAN SITTING HOLDING GLASSES),education,
E Rushnlatt,,GLENSFOOT FARM,education,
Ed Guthrie,,DANIEL MORGAN- REVOLUTIONARY WAR HERO,education,
Edgar Degas,,DANSEUSE,education,
Edward Laning,,PASSAGE TO INDIA,education,
Elfriede Abbe,,THORVALD'S COLONY,education,
Elizabeth Olds,,HARLEM MUSICIANS,education,
Ernst Plassmann,,GUTENBERG STATUE (JOHANNES),education,
Ethel Cutler,,AUTUMN IN CENTRAL PARK,education,
Ethel Cutler,,BOATS,education,
Ethel Cutler,,THE BLIND LADY'S DILEMMA,education,
F Read,,"""PILGRAMS ARRIVING""",education,
Felix De Weldon,,"""U.S. MARINE CORPS WAR MEMORIAL""",education,
Caproni Brothers,,CHILDREN PLAYING INSTRUMENTS,education,
Caproni Brothers,,BOYS SINGING FROM BOOK,education,
Caproni Brothers,,UNTITILED,education,
Caproni Brothers,,"""CHILDREN SINGING""",education,
Caproni Brothers,,CANTORIA FRIEZE AFTER LUCA DELLA ROBBIA - 4 CASTS AND 1 CAST OF BACCHANTES DANCI,education,
Caproni Brothers,,BOYS PLAYING DRUMS,education,
Caproni Brothers,,CHILDREN PLAYING ON SYMBOLS,education,
Church Glass (Fabricator),,"""LIFE OF ERASMUS"" ALSO CALLED ""ALUMNI ...",education,
Hocillon,,PORTRAIT,education,
Hocillon,,"""COLUMBUS AT THE CONVENT OF LA RABIDA""",education,
Hosui,,LAKE YAMANAKA,education,
Jome,,"""DR. MARTIN LUTHER KING JR.""",education,
Lomeo,,JOGGER IN THE SNOW,education,
Lomeo,,DUCKS IN WAITING,education,
Menelek Iii,,"""MALCOLM X""",education,
Minewski,,OCEANSCAPE,education,
Nantandy,,A HISTORY OF SOUTHERN CALIFORNIA 'PRINT',education,
Polowetek,,"EVANDER CHILDS, EDUCATOR",education,
Unknown,,"""MR.SPRAGULIS""",education,
Unknown,,"UNKNOWN ""NATURE AND CITY""",education,
Frank Hoffman,,BRADDOCK'S DEFEAT,education,
Frederic Taubes,,OLYMPIA (FEMALE HEAD),education,
G Siegel,,"""ARTE + A =0"" AND ""KATSURA""",education,
Gary Schmitt,,CALLING TO THE KITES,education,
Giulio Monteverde,,THE BOY COLUMBUS,education,
Golda Lewis,,ROLLING WAVES ON THE BEACH,education,
Golda Lewis,,"""1970""",education,
Golda Lewis,,UNITITLED,education,
Golda Lewis,,QUESTION #85,education,
Golda Lewis,,DRAWING IN LEATHER,education,
Golda Lewis,,ROCK AND TREES,education,
Golda Lewis,,DOLMEN ALBORG DENMARK,education,
Golda Lewis,,MEGALITH CUT IN MARIAGER FJORD,education,
Golda Lewis,,UNTITLED (ROCKS & BLUE SKIES),education,
Guy Maccoy,,IMPORTANT WOMEN IN WOOL INDUSTRY,education,
H.N. Hans,,NEW YORK CITY,education,
Hans Foy,,"""TALL TREES""",education,
Hans Foy,,"""DOMESTIC LANDSCAPE""",education,
Hans Foy,,LANDSCAPE,education,
Hans Foy,,"""FEMALE NUDE""",education,
Hans Foy,,HILLSIDE WITH BLUE BARN,education,
Hans Foy,,"""SAILBOATS""",education,
Hans Foy,,"""CHURCH STEEPLE""",education,
Hans Foy,,"""LANDSCAPE WITH ORANGE AND YELLOW BARNS""",education,
Hans Foy,,"""CHERRY TREES""",education,
Hans Foy,,"""LANDSCAPE WITH ORANGE HOUSES AND BLUE MOUNTAINS""",education,
Hans Foy,,"""LANDSCAPE WITH TREES AT CENTER""",education,
Harold Faye,,UNDER THE BRIDGE,education,
Harry Shokler,,MONTAUK FISHING VILLAGE,education,
Harry Shoulberg,,COUNTRY LANE #3,education,
Harry Shoulberg,,MOONSCAPE #5,education,
Harry Shoulberg,,MOONSCAPE,education,
Harry Shoulberg,,INDUSTRIAL SITE,education,
Harry Shoulberg,,WATERSIDE LANDSCAPE #9,education,
Harry Wolfson,,EARLY XVIII CENTURY LINEN,education,
Harvey Kidder,,PANORAMA,education,
Hedy O'Beil,,MOONGLOW,education,
Hedy O'Beil,,BLUE BOW,education,
Hedy O'Beil,,MOONGLOW 3,education,
Hedy O'Beil,,A SPECIAL MORNING,education,
Hedy O'Beil,,RUNNING WOMAN,education,
Hedy O'Beil,,LA FEMME DANS LE JARDIN,education,
Hedy O'Beil,,WHITE HAT FLOATING,education,
Hedy O'Beil,,BIG PINK,education,
Hedy O'Beil,,A PARTICULAT MORNING,education,
Hedy O'Beil,,THE SEA,education,
Hedy O'Beil,,UNTITLED (DARK RED BACKGROUND),education,
Hedy O'Beil,,UNTITLED (GREEN BACKGROUND),education,
Helen Myers,,"""NIGHT SCENE""",education,
Helen Treadwell,,FREEDOM FOR PROGRESS,education,
Hildegarde Rath,,GONE TO THE MOON,education,
Howard Conant,,SOFT EDGED GEOMETRIC,education,
Howard Conant,,BLUE & WHITE CONFLUENCE,education,
Howard Conant,,FINIAL AT WASHINTON SQUARE,education,
Howard Conant,,FABRIC STUDY PATTERN,education,
Howard Conant,,DATA EMISSION,education,
Howard Conant,,VARIATION OF THE BOOK OF LANDISFARNE,education,
Howard Conant,,ETERNAL FRAME,education,
Howard Conant,,RILKE'S RED BANNER,education,
Howard Conant,,MAYAN ABSTRACT,education,
Howard Conant,,STAR FLOWER,education,
Howard Conant,,OUR EASTER LILY,education,
Howard Conant,,MAYAN PATTERN,education,
Howard Conant,,EGYPTIAN GARDEN,education,
Howard Conant,,CRISS CROSS PATTERN IN RED & GREEN,education,
Howard Conant,,GREEN & LAVENDER CENTRAL CHEVRON PANEL,education,
Howard Conant,,OKAUCHEE #2,education,
Howard Conant,,VERTICAL GREEN STRIPES,education,
Howard Conant,,"CRISS CROSS PATTERN IN RED, YELLOW & WHITE",education,
Howard Conant,,"LAVENDER, GREEN AND BLUE SOFT EDGED CIRCLE",education,
Howard Conant,,"UNTITLED (CRISS CROSS OF MUSTARD, PURPLE, PINK, BROWN AND RED)",education,
Howard Conant,,UNTITLED (ARROWS OF REDS),education,
Howard Conant,,PINK CHEVRON,education,
Howard Conant,,DEBUSSY'S GARDEN,education,
Howard Conant,,RILKE'S ORPHEUS,education,
Hugo Robus,,GIRL WEEDING,education,
Hyman Warsager,,INDUSTRIAL SCENE,education,
Isabel Borgatta,,MAIA,education,
Isabel Borgatta,,BARBAROSSA,education,
Jack Hastings,,HISTORY OF SCIENCE AND LANGUAGE,education,
Jack Stewart,,DELOS II,education,
Jacob Friedland,,BACKYARDS,education,
Jacqueline Cully,,"""KNOWLEDGE IS POWER""- DESIGN FOR 75K",education,
James Penney,,THE PIONEERS AND THE PLAINS WESTWARD MOVEMENT IN AMERICA,education,
James Sulkowski,,PITTSBURG GATEWAY TO THE WEST (PRINT- SAME IMAGE AS 2051),education,
Jan Cook,,MOUNT ANTHONY,education,
Jessie Benge,,DRESS OF CIRCA  1760,education,
Jo Ann Leiser,,THE QUARRY,education,
Jo Ann Leiser,,THE FLOWER STALL,education,
Jo Ann Leiser,,END OF THE ROAD,education,
Jo Ann Leiser,,EMPIRE STATE BUILDING,education,
Jo Ann Leiser,,SHORELINE,education,
Jo Ann Leiser,,LADY HAMILTON,education,
Jo Ann Leiser,,PLUM AND PEAR STILL LIFE,education,
Jo Ann Leiser,,NY WAREHOUSE,education,
Jo Ann Leiser,,PLANTS WITH PEPPERS STILL LIFE,education,
Joan Altabe,,FREEDOM FOR RELIGION,education,
Joan Altabe,,JEFFERSON: ARCHITECT OF AMERICAN FREEDOM,education,
Joan Anderson,,"""LANDSCAPE WITH HOUSE""",education,
Job Goodman,,SPIRIT OF MODERN CIVILIZATION,education,
John Alexander,,"WALTER B. GUNNISON, PH.D.",education,
John Beauchamp,,"""HORSE RACING""",education,
John Manship,,FRANCE AND AMERICA,education,
Joseph De Martini,,"""BIKE RACE""",education,
Joseph Delaney,,POLYCHROME FLORAL DUCK WOOD BLOCK PRINT,education,
Joseph Fleri,,""" REV. BISHOP MOORE & CLEMENT C. MOORE""",education,
Joseph Hirsch,,MAN WITH LOGS,education,
Joseph Katz,,A CHILD'S PATH FROM HOME TO SCHOOL,education,
Joseph Margulies,,ABSORBED IN STUDY,education,
Joseph Margulies,,"""DR. JACOB M. RUSS""",education,
Joseph Russo,,IMMIGRATION 1880-1920,education,
Joseph Walter,,"""MUSIC AND DANCE"", ""SONG, DRAMA, LITERATURE""",education,
Karl Bitter,,THOMAS JEFFERSON,education,
Kathe Kollwitz,,WOMAN'S HEAD,education,
Ken Otsuka,,"""LATE AFTERNOON"" AND ""WATERLILLIES""",education,
Laura Margolies,,BEACH FLOWERS,education,
Lena Gurr,,COOPERATIVE CONSTRUCTION,education,
Leo Rubinfein,,SEE NOTES,education,
Leonard Pytlak,,July fourth,education,
Lily Geltman,,UNTITLED LANDSCAPE,education,
Lloyd Goff,,"FREEDOM OF THE AIR, EARTH AND SEA",education,
Lloyd Goff,,CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533 ( COLORED),education,
Lloyd Goff,,CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533- (NO COLOR),education,
Lori Nozick,,THROUGH OUR EYES: A SENSE OF PLACE,education,
Louis Ferstadt,,COSMIC DAY OF LIFE,education,
Louis Tiffany,,CUM ROBUSTO PERFECTUS,education,
Lucy Mahler,,"LET A PEOPLE, LOVING FREEDOM, COME TO GROW",education,
Lumen Winter,,AWARNESS OF THE INTANGIBLE,education,
Lumen Winter,,LIFE IS A LABOR & ODE TO AUDUBON,education,
Lumen Winter,,MISSOURI AND KANSAS/ THE SLAVERY ISSUE,education,
Margaret Concha,,DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,education,
Maria Cocchiarelli,,DREAMS AND DESIGNS: LIFE FORMS IN FOCUS,education,
Maria Cocchiarelli,,WORLD ATLAS BANNERS,education,
Marian Curtiss,,XVIII CENTURY LINEN OR COTTON,education,
Marion Greenwood,,REVERIE,education,
Mary Callery,,AMITY,education,
Mary Cassatt,,MOTHER AND SEATED CHILD,education,
Mary Panchen,,"""ALICE FARKOUH""",education,
Mary Reardon,,"BOSTON, 1775-1776",education,
Matt Mullican,,"DESIGN FOR HS OF LAW, GOV'T JUSTICE",education,
Max Feldman,,LISIEUX FRANCE,education,
Mildred Williams,,WINTER CENTRAL PARK,education,
Mina Lowry,,GLAZED AND PRINTED COTTON ABOUT 1850,education,
Murray Reich,,QUARTET FOR THALO GREEN,education,
