artist,date,title,source,percent funded?
Harold Kihl,1967,"""ASTRONAUTS""",education,
Harriet Feigenbaum,1990,Memorial to the Victims of the Injustice of the Holocaust,public,yes
Harriet Fishmuth,1936,Call of the Sea,public,
Harriet Frishmuth,1937,The Roses of Yesterday,public,
Harriet Hyams,1978,"""WORK TOOLS""",education,
Harris Rodvogin,1937,"""MAYFLOWER""",education,
Harris Rodvogin,1937,CONSTITUTION #2,education,
Harris Rodvogin,1939,NORTH BEACH AIRPORT,education,
Harry Gottlieb,1937,SKATING ON ROUNDOUT CREEK,education,
Harry Koursaros,1981,SOIL,education,
Harry Roseman,1990,Subway Wall ,mta,
Harry Shokler,1937,COUNTRY FIRE HOUSE,education,
Harry Shokler,,MONTAUK FISHING VILLAGE,education,
Harry Shoulberg,,COUNTRY LANE #3,education,
Harry Shoulberg,,MOONSCAPE #5,education,
Harry Shoulberg,,MOONSCAPE,education,
Harry Shoulberg,,INDUSTRIAL SITE,education,
Harry Shoulberg,,WATERSIDE LANDSCAPE #9,education,
Harry Sternberg,1937,"""STEEL MILL""",education,
Harry Sternberg,1937,NIGHT FLIGHT,education,
Harry Sternberg,1940,MAN'S DREAM,education,
Harry Wolfson,1937,SWATCH OF YARD GOOD PRINTED WITH PORTRAIT OF GEORGE WASHINGTON,education,
Harry Wolfson,,EARLY XVIII CENTURY LINEN,education,
Harvey Kidder,,PANORAMA,education,
Hedy O'Beil,1974,NIGHTWATCH,education,
Hedy O'Beil,,MOONGLOW,education,
Hedy O'Beil,,BLUE BOW,education,
Hedy O'Beil,,MOONGLOW 3,education,
Hedy O'Beil,,A SPECIAL MORNING,education,
Hedy O'Beil,,RUNNING WOMAN,education,
Hedy O'Beil,,LA FEMME DANS LE JARDIN,education,
Hedy O'Beil,,WHITE HAT FLOATING,education,
Hedy O'Beil,,BIG PINK,education,
Hedy O'Beil,,A PARTICULAT MORNING,education,
Hedy O'Beil,,THE SEA,education,
Hedy O'Beil,,UNTITLED (DARK RED BACKGROUND),education,
Hedy O'Beil,,UNTITLED (GREEN BACKGROUND),education,
Helen Myers,,"""NIGHT SCENE""",education,
Helen Nelson,1937,"""STANDING CHILDREN""",education,
Helen Nelson,1938,BASEBALL AND JUMPROPE,education,
Helen Treadwell,1958,EARLY NEWSPAPER PRINTING,education,
Helen Treadwell,1961,"""POPULAR CHARACTERS FROM CHILDREN'S BOOKS""",education,
Helen Treadwell,1962,"""CANARSIE INDIANS""",education,
Helen Treadwell,1968,"""THE SCIENCES"", ""THE ARTS""",education,
Helen Treadwell,,FREEDOM FOR PROGRESS,education,
Helene Brandt,2002,Room of Tranquility ,mta,
Helene Manzo,1997,HOMAGE TO HALE WOODRUFF,education,
Helene Manzo,1997,ANIMALS ALL AROUND,education,
Helmick And Schechter,2002,GENIUS,education,
Hendrick De Keiser,1930,DESIDERIUS ERASMUS,education,
Hendryk Glintenkamp,1934,DAILY WORKER,education,
Henri Chapu,1933,JOAN OF ARC,education,
Henry Baerer,1884,Conrad Poppenhusen Memorial,public,
Henry Baerer,1894,Ludwig Van Beethoven,public,
Henry Baerer,1896,General Gouverneur Kemble Warren,public,
Henry Baerer,1902,General Edward Fowler,public,
Henry Brewer,1920,A STREET IN SEVILLE,education,
Henry Brown,1856,George Washington,public,
Henry Brown,1869,Abraham Lincoln,public,
Henry Brown,1870,Abraham Lincoln,public,
Henry Brown,1911,Cyrus Clark,public,
Henry Poor,1956,"""CITY OF NEW YORK""",education,
Henry Shrady,1906,George Washington at Valley Forge,public,
Herbert Adams,1896,"TRUTH, RESEARCH",education,
Herbert Adams,1911,William Cullen Bryant,public,
Herbert Pinkney,1987,JONAH/AHAB,education,
Herbert Pinkney,1987,"""PORTAGE""",education,
Herman Macneil,1920,"MAQUETTE FOR ""PIONEER MONUMENT""",education,
Herman MacNeil,1925,Flushing Memorial,public,
Herman Simms,1939,"CHILDREN IN VOCATIONAL ACTIVITIES, CHILDREN AT PLAY",education,
Hermon MacNeil,1916,George Washington Accompanied by Fame and Valor,public,
Hildegarde Rath,,GONE TO THE MOON,education,
Hildreth Meiere,1939,TELEPHONE LINEMAN . . .,education,
Hocillon,,PORTRAIT,education,
Hocillon,,"""COLUMBUS AT THE CONVENT OF LA RABIDA""",education,
Holly Sears,2012,Hudson River Explorers ,mta,
Hosui,,LAKE YAMANAKA,education,
Houston Conwill,1986,The Open Secret ,mta,
Houston Conwill,1991,Rivers,percent,yes
Howard Conant,1972,VERTICAL RECTANGLES IN GRAYED GREENS,education,
Howard Conant,1972,CRISS CROSS PATTERN WITH TRIANGLE IN YELLOW AND GREENS,education,
Howard Conant,1972,TRIANGULAR GRID PATTERN IN PURPLES AND RED,education,
Howard Conant,1973,ABSTRACT LANDSCAPE,education,
Howard Conant,1973,CONCENTRIC TRIANGLES IN GREENS AND YELLOWS,education,
Howard Conant,1973,DIAGONAL GRID WITH TRIANGLES IN GREENS & TAN,education,
Howard Conant,1974,NAVAJO PATTERN # 1,education,
Howard Conant,1974,CHEVRON SERIES # 9,education,
Howard Conant,1974,CHEVRON SERIES # 2,education,
Howard Conant,1974,OKAUCHEE # 201,education,
Howard Conant,1974,THREE DISCS,education,
Howard Conant,1974,CRISS CROSS DIAGONALS NAVAJO ON WHITE,education,
Howard Conant,1974,"CRISS CROSS SERIES IN GREEN & BLUE (WITH CENTRAL RED, YELLOW & WHITE PANEL)",education,
Howard Conant,1974,CHEVRONS,education,
Howard Conant,1974,NAVAJO PATTERN #2,education,
Howard Conant,1974,"UNTITLED (CRISSCROSS IN MUSTARD, PURPLE, ORANGE, RED, AND PEACH)",education,
Howard Conant,1974,CHEVRON SERIES # 8,education,
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education,
Howard Conant,1975,TRIANGLE/SQUARE SERIES # 1,education,
Howard Conant,1975,BYZANTINE EQUILIBRIUM,education,
Howard Conant,1976,LANDSCAPE IN BROWNS,education,
Howard Conant,1976,HOMAGE A RILKE,education,
Howard Conant,1976,ARIZONA LANDSCAPE 1,education,
Howard Conant,1976,MAYAN MOTIF,education,
Howard Conant,1998,DESERT SYMMERTY,education,
Howard Conant,2000,EMBRYO,education,
Howard Conant,2001,SUMMER SOLSTICE,education,
Howard Conant,,SOFT EDGED GEOMETRIC,education,
Howard Conant,,BLUE & WHITE CONFLUENCE,education,
Howard Conant,,FINIAL AT WASHINTON SQUARE,education,
Howard Conant,,FABRIC STUDY PATTERN,education,
Howard Conant,,DATA EMISSION,education,
Howard Conant,,VARIATION OF THE BOOK OF LANDISFARNE,education,
Howard Conant,,ETERNAL FRAME,education,
Howard Conant,,RILKE'S RED BANNER,education,
Howard Conant,,MAYAN ABSTRACT,education,
Howard Conant,,STAR FLOWER,education,
Howard Conant,,OUR EASTER LILY,education,
Howard Conant,,MAYAN PATTERN,education,
Howard Conant,,EGYPTIAN GARDEN,education,
Howard Conant,,CRISS CROSS PATTERN IN RED & GREEN,education,
Howard Conant,,GREEN & LAVENDER CENTRAL CHEVRON PANEL,education,
Howard Conant,,OKAUCHEE #2,education,
Howard Conant,,VERTICAL GREEN STRIPES,education,
Howard Conant,,"CRISS CROSS PATTERN IN RED, YELLOW & WHITE",education,
Howard Conant,,"LAVENDER, GREEN AND BLUE SOFT EDGED CIRCLE",education,
Howard Conant,,"UNTITLED (CRISS CROSS OF MUSTARD, PURPLE, PINK, BROWN AND RED)",education,
Howard Conant,,UNTITLED (ARROWS OF REDS),education,
Howard Conant,,PINK CHEVRON,education,
Howard Conant,,DEBUSSY'S GARDEN,education,
Howard Conant,,RILKE'S ORPHEUS,education,
Howard McCalebb,1996,Little Dances,public,yes
Hugo Consuegra,2004,Good Morning and Good Night ,mta,
Hugo Gellert,1970,"""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""",education,
Hugo Hagen,1884,Ludwig Van Beethoven,public,
Hugo Robus,1937,LITERATURE,education,
Hugo Robus,,GIRL WEEDING,education,
Hyman Warsager,,INDUSTRIAL SCENE,education,
I.J. Sanger,1940,"SAWMILL, NOVA SCOTIA",education,
I.J. Sanger,1940,FLOWERS,education,
Ian Hornak,1973,GEORGIA POND,education,
Ibby Bente,1976,AMERICA - THE LAND OF FREEDOM,education,
Ida Abelman,1937,PEEKSKILL WATERFRONT,education,
Ida Abelman,1937,STREET PATTERNS,education,
Ik-Joong Kang,1996,HAPPY DAYS,education,yes
Ik-Joong Kang,1999,Happy World ,mta,
Inge Hardison,1967,LEWIS HOWARD LATIMER (1848-1928),education,
Ingio Manglano-Ovalle,2006,Portrait of a Young Reader,percent,yes
Ingo Fast,2011,On and Off the Boardwalk ,mta,
Ingo Swann,1976,THE GIFT OF FREEDOM,education,
Ingrid Calame,2005,#180 Working Drawing,percent,yes
Irene Pereira,1941,THE DIAGONAL,education,
Irving Amen,1960,MOON SONG,education,
Irwin Glusker,1968,The Rowers,public,
Isaac Goldat,1940,PORTRAIT OF A YOUNG MAN,education,
Isabel Borgatta,,MAIA,education,
Isabel Borgatta,,BARBAROSSA,education,
Isabel Kimball,1930,Jenkins Fountain,public,
Isami Doi,1940,ROOF TOPS,education,
Isha Shabaka,1999,Units of the Free ,mta,
Israel Bernbaum,1984,"""WE WILL BE OUR BROTHERS KEEPER""",education,
Istvan Vigh,1976,"REFLECTION ON CURRENT HISTORY OF AMERICA HUNGARY, RUMANIA & NEW YORK",education,
Ivan Mestrovic,1997,Antonin Dvorak,public,
J. Brewer,1920,ST PAUL'S CATHEDRAL ( THE CHANCEL),education,
J. Lorenzi,1955,Corporal Walter J. Fufidio Flagstaff,public,
J. Walter,1935,Marabou,public,
J. Walter,1935,Penguins,public,
J.E. Steinmeier,1923,"""WWI MEMORIAL TABLET""",education,
JÃ¡nos Horvay,1928,Louis Kossuth Monument,public,
Jack Beal,2005,The Return of Spring/The Onset of Winter ,mta,
Jack Hastings,1963,"""MYTHOLOGICAL CREATURES""",education,
Jack Hastings,1963,"""SUN""",education,
Jack Hastings,1963,"""BIRDS""",education,
Jack Hastings,1963,"""TREE, VARIOUS ANIMALS AND SUN""",education,
Jack Hastings,1965,BRONZE SCULPTURES,education,
Jack Hastings,,HISTORY OF SCIENCE AND LANGUAGE,education,
Jack Kipnis,1968,Father Kehoe Square Memorial,public,
Jack Lubin,1957,LIBERAL ARTS,education,
Jack Lubin,1957,GYMNASTICS,education,
Jack Lubin,1959,"1. ""SYMBOLS OF CULTURAL AND PHYSICAL ACTIVITI",education,
Jack Lubin,1962,GAMES AND RHYTHM,education,
Jack Lubin,1965,INTRODUCTION TO EDUCATION,education,
Jack Lubin,1967,"""SPIRITS OF EDUCATION""",education,
Jack Lubin,1967,"ANIMAL AND VEGETABLE KINGDOM, (4 PANELS)..",education,
Jack Lubin,1967,MUSIC RYTHMS,education,
Jack Lubin,1969,"MUSIC RHYTHMS, ELEMENTS OF EDUCATION",education,
Jack Lubin,1969,ANIMAL AND VEGETABLE KINGDOM (4 PANELS),education,
Jack Lubin,1971,"""SPRING FESTIVAL""",education,
Jack Markow,1937,BRINGING IN THE FISH,education,
Jack Roth,1981,SPRING 2,education,
Jack Stewart,1951,WILBUR & ORVILLE WRIGHT: DETAIL OF INCEPTION OF FLIGHT,education,
Jack Stewart,1951,INCEPTION OF FLIGHT,education,
Jack Stewart,1958,"CHILDREN AT PLAY, STUDY",education,
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education,
Jack Stewart,1961,DELOS I,education,
Jack Stewart,1961,DELOS I I I,education,
Jack Stewart,1961,AEGEAN PRELUDE,education,
Jack Stewart,1989,"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",education,
Jack Stewart,1989,"""MOSAIC MURAL, THE NORTH WAL, PS 28 NYC""",education,
Jack Stewart,1996,"JANUARY, THE FROZEN PND",education,
Jack Stewart,1996,"MARCH, THE WATERFALL",education,
Jack Stewart,1996,"FEBRUARY, THE FOREST",education,
Jack Stewart,1996,APRIL AT THE SHORE,education,
Jack Stewart,,DELOS II,education,
Jack White,1980,"""UNTITLED, ABSTRACT""",education,
Jackie Battenfield,2018,Tree Canopy ,mta,
Jackie Chang,2003,IN OTHER WORDS,education,
Jackie Chang,2000,Signs of Life ,mta,
Jackie Chang,2003,In Other Words,percent,yes
Jackie Ferrara,2000,"Grand Central: Arches, Towers, Pyramids ",mta,
Jackie Ferrara,2001,Flushing Bay Promenade,percent,yes
Jackie Ferrara,2001,Flushing Bay Promenade Pavement,public,
Jackie Peters Cully,1996,Children of Promise,percent,yes
Jackie Peters Cully,1996,Children of Promise,percent,yes
Jacob Friedland,,BACKYARDS,education,
Jacob Lawrence,2001,New York in Transit ,mta,
Jacqueline Cully,1996,CHILDREN OF PROMISE,education,
Jacqueline Cully,,"""KNOWLEDGE IS POWER""- DESIGN FOR 75K",education,
Jacques Maloubier,1976,FREEDOM TO LOVE THE BEAUTY OF THE EARTH,education,
Jacques Van Aalten,1939,"""THE USE OF ELECTRICITY, CHEMISTRY, DESIGN AND RAW MATERIALS...",education,
Jaime Arredondo,2015,Garden of Earthly Delights ,mta,
James Batterson,1857,General William Jenkins Worth,public,
James Carpenter,2004,Inclined Light Wall,percent,yes
"James Carpenter Design Associates, Grimshaw Architects and ARUP",2014,Sky Reflector-Net ,mta,
James Casebere,2005,ABADIA,education,
James Casebere,2006,THEATER (AFTER THE ACROPOLIS),education,yes
James Casebere,2006,AFTER SINAN,education,
James Fraser,1925,Theodore Roosevelt,public,
James Fraser,1940,Theodore Roosevelt,public,
James Garvey,1997,Lariat Seat Loops ,mta,
James Garvey,2011,Lariat Tapers ,mta,
James Gulliver Hancock,2018,Connection,mta,
James Little,2020,Radiant Memories,mta,
James MacDonald,1871,Washington Irving Memorial,public,
James MacDonald,1877,Fitz Greene Halleck,public,
James MacDonald,1891,Brigadier General Winfield Scott Hancock,public,
James Mcnally,1941,"""ENGLISH LITERATURE""",education,
James Newell,1937,"""HENRY L. NORR PRINCIPAL 1925-1934""",education,
James Newell,1938,THE EVOLUTION OF WESTERN CIVILIZATION,education,
James Novelli,1921,Saratoga Park Memorial,public,
James Novelli,1926,Winfield Memorial,public,
James Novelli,1928,Clason Point World War I Memorial,public,
James Penney,1938,EARLY HISTORY OF FLUSHING,education,
James Penney,1976,THE LIGHT OF LIBERTY,education,
James Penney,,THE PIONEERS AND THE PLAINS WESTWARD MOVEMENT IN AMERICA,education,
James Sherman,1940,THREE DEER,education,
James Sulkowski,1976,PITTSBURGH GATEWAY TO THE WEST,education,
James Sulkowski,,PITTSBURG GATEWAY TO THE WEST (PRINT- SAME IMAGE AS 2051),education,
James Walsh,1921,Baisley Pond Park Memorial,public,
Jan Cook,,MOUNT ANTHONY,education,
Jane Benson,2012,MIRROR GLOBE,education,
Jane Dickson,2008,Revelers ,mta,
Jane Greengold,2000,SPIRALS,education,yes
Jane Greengold,1995,Wings for the IRT: The Irresistible Romance of Travel ,mta,
Jane Greengold,2004,Best on the Beach,public,yes
Jane Greengold and Kane Chanh Do,2002,Almost Home ,mta,
Jane Kaufman,2004,SEASCAPES,education,
Jane Schoenfeld,1984,STILL LIFE WITH PHONE,education,
Janet Morgan,2000,KWAN YIN,education,
Janet Morgan,2010,THE CIRCUS COMES TO TOWN,education,
Janet Zweig,1997,YOUR VOICES,education,yes
Janet Zweig and Edward del Rosario,2004,Carrying On ,mta,
Jason Middlebrook,2011,Brooklyn Seeds ,mta,
Jason Rohlf,2011,Respite ,mta,
Jean Charlot,1936,THE ART CONTRIBUTION TO CIVILIZATION OF ALL NATIONS,education,
Jean Paleologue,1937,SUMMER TIME,education,
Jean Peszel,1936,LATE 18TH CENTURY GOWN OF BLUE SATIN,education,
Jean Shin,2010,SETTINGS,education,
Jean Shin,2008,Celadon Remnants,mta,
Jean Shin,2017,Elevated ,mta,
Jean Shin,2010,Settngs,percent,yes
Jean Whitesavage & Nick Lyle,2011,Bronx Trees ,mta,
Jeff Joyce,1987,ARDEN,education,
Jeffrey Gibson,2012,NEPHELOCOCCYGIA,education,
Jeffrey Gibson,2020,I AM A RAINBOW TOO ,mta,
Jeffrey Schiff,2007,L'Encyclopedie: Miriotier,percent,yes
Jenna Lucente,2017,"Tottenville Sun, Tottenville Sky",mta,
Jennifer Bartlett,2000,Scheveningen Black,percent,yes
Jennifer Bevill,1995,THE STORYTELLING QUILTS,education,
Jennifer Monick,2004,WINDOWS AND BRIDGES,education,
Jenny Holzer,2016,New York City AIDS Memorial,public,
Jerome Connor,1925,Bronx Victory Memorial,public,
Jeronimo Sunol,1894,Christopher Columbus,public,
Jerre Vanderhoef,1983,GULLS,education,
Jerry Clapsaddle,1974,GHOST SHIRT,education,
Jessie Benge,,DRESS OF CIRCA  1760,education,
Jesus Dominguez,1994,Fred Lebow,public,
Jill Baroff,2006,Tide Circle Triptych 5,percent,yes
Jill Parisi,2011,Coom Barooom ,mta,
Jim Conti,2009,core,public,yes
Jim Hodges,2021,I dreamed a world and called it Love ,mta,
Jim Napierala,1986,DESTINY ROSE,education,
Jim Napierala,1987,"ABSTRACTION A, B , AND C",education,
Jimmy James Greene,1996,Childrenâ™s Cathedral ,mta,
Jo Ann Acey,1991,SHAPE BY SHAPE: BUILDING ART TOGETHER,education,
Jo Ann Leiser,,THE QUARRY,education,
Jo Ann Leiser,,THE FLOWER STALL,education,
Jo Ann Leiser,,END OF THE ROAD,education,
Jo Ann Leiser,,EMPIRE STATE BUILDING,education,
Jo Ann Leiser,,SHORELINE,education,
Jo Ann Leiser,,LADY HAMILTON,education,
Jo Ann Leiser,,PLUM AND PEAR STILL LIFE,education,
Jo Ann Leiser,,NY WAREHOUSE,education,
Jo Ann Leiser,,PLANTS WITH PEPPERS STILL LIFE,education,
Jo Davidson,1957,Fiorello H. La Guardia,public,
Jo Davidson,1992,Gertrude Stein,public,
Joan Altabe,,FREEDOM FOR RELIGION,education,
Joan Altabe,,JEFFERSON: ARCHITECT OF AMERICAN FREEDOM,education,
Joan Anderson,,"""LANDSCAPE WITH HOUSE""",education,
Joan Cohen,1987,HONG KONG SKYLINE,education,
Joan Linder,2012,The Flora of Bensonhurst ,mta,
Joanne Bleach,1983,MAGIC KINGDOM,education,
Job Goodman,,SPIRIT OF MODERN CIVILIZATION,education,
Joe Lowe,1976,"LEONARD J. HARRISON, PRINCIPAL",education,
Joe Zucker,1998,Grandfather,mta,
John Ahearn,2011,"""SERIES OF SIX SCULPTURES OF CHILDREN"" (SEE COMMENTS FOR TITLES)",education,yes
John Alexander,1896,"""EGYPT""",education,
John Alexander,1896,"""WRITING""",education,
John Alexander,,"WALTER B. GUNNISON, PH.D.",education,
John Audubon,1848,"OVIBUS MOSCHATUS, GMEL,MUSK OX",education,
John Audubon,1848,GRIZZLY BEAR,education,
John Audubon,1848,"MUSTELA MARTES, LINN.'PINE MARTEN./MALEAN FEMALE WINTER PELAGE.",education,
John Audubon,1848,"SCIURUS NIGRESCENS, BENNETT/ DUSKY SQUIRREL./MALE/ NATURAL SIZE",education,
John Beauchamp,,"""HORSE RACING""",education,
John Boyd,1924,Unionport Memorial,public,
John Brekke,2003,Migration,percent,yes
John Cavanagh,1986,Commuting/Community ,mta,
John Connah,1934,"""THE PLEASURES OF LIVING""",education,
John Curry,1942,OUR GOOD EARTH,education,
John Draddy,1879,Thomas Moore,public,
John Fekner,1999,TRACES,education,yes
John Fekner,1999,MELODY IN 1'S AND 0'S,education,
John Grignola,1970,Bronx River Soldier,public,
John Heines,1937,CORSICAN HILLSIDE,education,
John Johansen,1935,"""KATE E. TURNER, PRINCIPAL""",education,
John Lefkow,1966,"""MOVEMENT THROUGH SPACE""",education,
John Lefkow,1966,"UNTITLED, ""BRIDGE""",education,
John Lefkow,1976,GROWTH,education,
John Manship,1975,FREEDOM TO GO WHERE ONE PLEASES,education,
John Manship,,FRANCE AND AMERICA,education,
John Matt,1965,CITY OF MANHATTAN,education,
John Maxon,1985,COAST LINE,education,
John Nickelsen,1963,PHANTOM CITY,education,
John Oakman,1925,Westchester Square Memorial,public,
John Rhind,1905,Dr. Alexander J.C. Skene,public,
John Rhoden,1975,BUST OF VITO MARCANTONIO,education,
John Stobert,1988,GEORGETOWN MOONLIGHT ON THE POTOMAC RIVER,education,
John Terken,1957,THOMAS ALVA  EDISON,education,
John Terken,1958,"""OPEN WIDE THE MIND'S CAGE DOOR; (SEE NOTES)",education,
John Terken,1966,KNOWLEDGE,education,
John Terken,1978,"""POTTERY""",education,
John Van Pelt,1928,Andrew Haswell Green,public,
John Ward,1869,The Indian Hunter,public,
John Ward,1870,Seventh Regiment Memorial,public,
John Ward,1872,William Shakespeare,public,
John Ward,1885,Pilgrim,public,
John Ward,1885,William Earl Dodge,public,
John Ward,1890,Alexander Lyman Holley,public,
John Ward,1891,Henry Ward Beecher Monument,public,
John Ward,1893,Roscoe Conkling,public,
John Ward,1916,Horace Greeley,public,
John Williams,1905,Blockhouse,public,
Jome,,"""DR. MARTIN LUTHER KING JR.""",education,
Jonathan Hartley,1903,John Ericsson Memorial,public,
Jonathan Hartley,1906,Algernon Sidney Sullivan,public,
Jones And Ginzel,1992,MNEMONICS,education,
Jones And Ginzel,1996,ENCYCLIC,education,
Jorge Rodriguez,1995,THE TREE OF KNOWLEDGE,education,
Jorge Rodriguez,1985,Growth,public,yes
Jorge Tacla,1998,Memories of the Bronx,percent,yes
Jose de Creeft,1959,Alice in Wonderland,public,
Jose De Rivera,1964,Free Form,public,
Jose Guzman,1997,1. ONCE UPON A TIME  2. AND THEY LIVED,education,
Jose Lima,1955,JosÃ© BonifÃ¡cio de Andrada e Silva,public,
Jose Luis Zorilla de San Martin,1987,General JosÃ© Artigas,public,
Jose Ortega,1996,"Una Raza, Un Mundo, Universo (One Race, One World, One Universe) ",mta,
Jose Ortiz,2008,Many Trails ,mta,
Jose Palacios,1913,BUST OF W. J. GAYNOR,education,
Jose Rafael Guzman,1998,And They Lived,percent,yes
Jose Velasquez,1995,Happy Land Memorial,public,
Joseph Boston,1909,MR. RICHARD YOUNG,education,
Joseph Cavalieri,2009,"North, South and Home ",mta,
Joseph Dâ™Alesandro,2006,Homage ,mta,
Joseph De Martini,,"""BIKE RACE""",education,
Joseph Delaney,,POLYCHROME FLORAL DUCK WOOD BLOCK PRINT,education,
Joseph DiLorenzo,1959,Edward Robinson Squibb,public,
Joseph Dilorenzo,1960,Theodor Herzl Memorial,public,
Joseph Fleri,1937,CHILDREN IN MUSIC (RT) MUSIC AND DANCE (LT),education,
Joseph Fleri,,""" REV. BISHOP MOORE & CLEMENT C. MOORE""",education,
Joseph Gersei,1920,NURSERY RHYMES,education,
Joseph Hirsch,,MAN WITH LOGS,education,
Joseph Katz,,A CHILD'S PATH FROM HOME TO SCHOOL,education,
Joseph Kiselewski,1951,BULLFROG,education,
Joseph Kiselewski,1934,"Loyalty, Valor and Sacrifice",public,
Joseph Kiselewski,1934,"Victory, Peace and Love of County",public,
Joseph Kiselewski,1953,Lower East Side War Memorial,public,
Joseph Leboit,1937,CHESS PLAYERS,education,
Joseph Leboit,1937,LAUNDRY,education,
Joseph Lichtenauer,1932,"""THE GRACES"", ""THE SPIRITS""",education,
Joseph Margulies,1935,"""FRANCIS H. J. PAUL""",education,
Joseph Margulies,1937,"SPAN OF DEPOA BAY, OM",education,
Joseph Margulies,1937,IN FOG,education,
Joseph Margulies,1937,FRENCH CELLIST,education,
Joseph Margulies,1937,THE LESSON,education,
Joseph Margulies,1945,"""ROOSEVELT""",education,
Joseph Margulies,,ABSORBED IN STUDY,education,
Joseph Margulies,,"""DR. JACOB M. RUSS""",education,
Joseph Nicolosi,1931,"""WILLIAM H. SEWARD""",education,
Joseph Pollia,1925,Richmond Hill War Memorial,public,
Joseph Pollia,1927,Rockaway Veterans Memorial,public,
Joseph Pollia,1936,General Philip Henry Sheridan,public,
Joseph Russo,,IMMIGRATION 1880-1920,education,
Joseph Sulkowski,1980,THE BATTLE OF GETTYSBURG,education,
Joseph Vogel,1937,ANOTHER DAY,education,
Joseph Walter,,"""MUSIC AND DANCE"", ""SONG, DRAMA, LITERATURE""",education,
Josh Scharf,1994,Carnegie Hall Montage ,mta,
Josie Gonzalez Albright,2005,Children at Play ,mta,
Jossey Bilan,1926,"""DR. A.L. COLESMAN""",education,
Josue Guarionex,2021,CROSSCUT ,mta,
Jovan De Rocco,1936,THE HUDSON SIDE,education,
Joy Taylor,2005,The Four Seasons ,mta,
Joy Taylor,2012,Jan Peeckâ™s Vine ,mta,
Joyce Kozloff,2018,Parkside Portals ,mta,
Joyce Kozloff,1991,Untitled,percent,yes
Juan SÃ¡nchez,2006,Reaching Out For Each Other ,mta,
Juan Sanchez,2009,TRANSCENDENCE IS OUR REIGN,education,yes
Judy Pfaff,1986,SQUASH,education,
Judy Primoff,1982,HOUSE ON THE CLIFF,education,
Jules Halfant,1936,BATTLE OF OLD BROADWAY,education,
Julia Rogers,1940,ROPES AND LOBSTER POTS,education,
Julia Rogers,1940,SHIPS GRAVEYARD,education,
Julian LaVerdiere,2007,Sentinel Lanterns,public,yes
Julie Dermansky,2000,Ocean Fence and Ocean Floor,percent,yes
Julien Gardair,2018,We are each others ,mta,
Julius Tanzer,1940,HUDSON RIVER FERRY,education,
Julius Tanzer,1940,WARD'S ISLAND,education,
Jung Hyang Kim,2007,Wheel of Bloom-Soak up the Sun ,mta,
Justen Ladda,1995,WATER,education,yes
Justen Ladda,1991,Untitled,percent,yes
K.K. Kozik,2008,First on the Beach and Wednesday Night Fireworks ,mta,
Kabuya Bowens,1995,A WORLD OF SHAPES;  THE LOVE BOAT,education,
Kambui Olujimi,2018,Where the Sky Begins ,mta,
Kanishka Raja,2015,Recognition Circuit,percent,yes
Kantilal Patel,1986,Mohandas Gandhi,public,
Karen Fitzgerald,2005,ANIMALS,education,
Karen Margolis,2018,Cerebration ,mta,
Karl Bitter,,THOMAS JEFFERSON,education,
Karl Bitter,1907,General Franz Sigel,public,
Karl Bitter,1913,Carl Schurz Memorial,public,
Karl Bitter,1916,Pulitzer Fountain,public,
Karl Donndorf,1881,Union Square Drinking Fountain,public,
Karl Fischer,1932,Johann Wolfgang Von Goethe,public,
Karl Gruppe,1938,Henry Hudson Memorial,public,
Karl Illava,1927,One Hundred Seventh Infantry Memorial,public,
Karyn Olivier,2015,Tetherball Monument,public,
Kate Lawless,1994,"YEMACAH TO JAMAICA, PAST, PRESENT, FUTURE",education,
Kathe Kollwitz,,WOMAN'S HEAD,education,
Katherine Bradford,2021,Queens of the Night ,mta,
Kathleen Bruskin,1976,THE IMMIGRANTS,education,
Kathleen McCarthy,1990,Five Points of Observation ,mta,
Kathleen McCarthy,1990,Five Points of Observation ,mta,
Kathleen Moroney,2002,THE SEASONS OF LIFE,education,
Kathleen Ruiz,1997,Sequence,percent,yes
Kathleen Spicer,2002,NATURAL IMPUMENTS,education,
Kathleen Spicer,2002,Natural Implements,percent,yes
Katy Fischer,2017,Strata ,mta,
Kazuma Oshita,1999,THE OPENING,education,
Kazuma Oshita,1999,WOODSIDE STORY,education,yes
Kazuma Oshita,1999,"STUDY FOR WOODSIDE STORY: ""AUDITORIUM""",education,
Keith Godard,2002,Memories of Twenty-Third Street ,mta,
Keith Haring,1986,Crack Is Wack,public,
Keith Haring,1987,Carmine Street Pool Mural,public,
Keith Monroe,1967,"""ANIMAL LIFE""",education,
Ken Hiratsuka,2008,25 Bond Street,public,
Ken Otsuka,,"""LATE AFTERNOON"" AND ""WATERLILLIES""",education,
Kevin Sloan,1987,MY PRECIOUS PLANET,education,
Kiki Smith,2022,River Light,mta,
Kim Cridler,2014,Where the Sweet Waters Fall ,mta,
Kinrod,1987,"""DR. RONALD E. MCNAIR""",education,
Kirsten Hassenfeld,2010,PIXIE MIX,education,yes
